9606.ensp00000323929,alzheimer's disease
9606.ensp00000323929,malignant tumor of colon
9606.ensp00000323929,colonic neoplasms
9606.ensp00000323929,presenile dementia
9606.ensp00000323929,mental depression
9606.ensp00000323929,depressive disorder
9606.ensp00000323929,hepatolenticular degeneration
9606.ensp00000323929,"kidney failure, acute"
9606.ensp00000323929,liver cirrhosis
9606.ensp00000323929,"liver cirrhosis, experimental"
9606.ensp00000323929,lung diseases
9606.ensp00000323929,lung neoplasms
9606.ensp00000323929,"fibrosis, liver"
9606.ensp00000323929,malignant neoplasm of lung
9606.ensp00000323929,familial alzheimer disease (fad)
9606.ensp00000323929,"alzheimer disease, late onset"
9606.ensp00000323929,acute confusional senile dementia
9606.ensp00000323929,"alzheimer's disease, focal onset"
9606.ensp00000323929,"alzheimer disease, early onset"
9606.ensp00000323929,hepatic form of wilson disease
9606.ensp00000323929,acute kidney insufficiency
9606.ensp00000323929,liver carcinoma
9606.ensp00000323929,acute kidney injury
9606.ensp00000219833,"alcoholic intoxication, chronic"
9606.ensp00000219833,malignant neoplasm of urinary bladder
9606.ensp00000219833,bladder neoplasm
9606.ensp00000219833,malignant neoplasms
9606.ensp00000219833,drug toxicity
9606.ensp00000219833,neoplasms
9606.ensp00000219833,prostatic neoplasms
9606.ensp00000219833,adverse reaction to drug
9606.ensp00000219833,benign neoplasm
9606.ensp00000219833,malignant neoplasm of prostate
9606.ensp00000286479,malignant neoplasm of urinary bladder
9606.ensp00000286479,bladder neoplasm
9606.ensp00000286479,malignant neoplasm of breast
9606.ensp00000286479,coronary arteriosclerosis
9606.ensp00000286479,diastematomyelia
9606.ensp00000286479,drug allergy
9606.ensp00000286479,drug toxicity
9606.ensp00000286479,"hepatitis, toxic"
9606.ensp00000286479,childhood acute lymphoblastic leukemia
9606.ensp00000286479,"leukemia, lymphocytic, acute, l2"
9606.ensp00000286479,liver neoplasms
9606.ensp00000286479,neural tube defects
9606.ensp00000286479,neurenteric cyst
9606.ensp00000286479,prostatic neoplasms
9606.ensp00000286479,adverse reaction to drug
9606.ensp00000286479,tethered cord syndrome
9606.ensp00000286479,iniencephaly
9606.ensp00000286479,craniorachischisis
9606.ensp00000286479,exencephaly
9606.ensp00000286479,spinal cord myelodysplasia
9606.ensp00000286479,malignant neoplasm of liver
9606.ensp00000286479,malignant mesothelioma
9606.ensp00000286479,malignant neoplasm of prostate
9606.ensp00000286479,breast carcinoma
9606.ensp00000286479,acrania
9606.ensp00000286479,drug-induced liver disease
9606.ensp00000286479,"mammary neoplasms, human"
9606.ensp00000286479,"hepatitis, drug-induced"
9606.ensp00000286479,mammary neoplasms
9606.ensp00000286479,coronary artery disease
9606.ensp00000286479,precursor cell lymphoblastic leukemia lymphoma
9606.ensp00000286479,drug-induced acute liver injury
9606.ensp00000286479,chemical and drug induced liver injury
9606.ensp00000286479,chemically-induced liver toxicity
9606.ensp00000379845,autistic disorder
9606.ensp00000379845,jacksonian seizure
9606.ensp00000379845,"liver cirrhosis, experimental"
9606.ensp00000379845,seizures
9606.ensp00000379845,complex partial seizures
9606.ensp00000379845,generalized seizures
9606.ensp00000379845,"seizures, clonic"
9606.ensp00000379845,visual seizure
9606.ensp00000379845,tonic seizures
9606.ensp00000379845,epileptic drop attack
9606.ensp00000379845,"seizures, somatosensory"
9606.ensp00000379845,"seizures, auditory"
9606.ensp00000379845,olfactory seizure
9606.ensp00000379845,gustatory seizure
9606.ensp00000379845,vertiginous seizure
9606.ensp00000379845,tonic - clonic seizures
9606.ensp00000379845,epileptic encephalopathy
9606.ensp00000379845,non-epileptic convulsion
9606.ensp00000379845,single seizure
9606.ensp00000379845,atonic absence seizures
9606.ensp00000379845,convulsive seizures
9606.ensp00000379845,"seizures, focal"
9606.ensp00000379845,"seizures, sensory"
9606.ensp00000379845,mitochondrial diseases
9606.ensp00000379845,nonepileptic seizures
9606.ensp00000379845,intellectual disability
9606.ensp00000379845,convulsions
9606.ensp00000379845,absence seizures
9606.ensp00000379845,epileptic seizures
9606.ensp00000379845,myoclonic seizures
9606.ensp00000379845,generalized absence seizures
9606.ensp00000363868,atherosclerosis
9606.ensp00000363868,colorectal carcinoma
9606.ensp00000363868,colorectal neoplasms
9606.ensp00000363868,hypercholesterolemia
9606.ensp00000363868,"hypercholesterolemia, familial"
9606.ensp00000363868,"kidney failure, chronic"
9606.ensp00000363868,peripheral neuropathy
9606.ensp00000363868,schizophrenia
9606.ensp00000363868,colorectal cancer
9606.ensp00000363868,atherogenesis
9606.ensp00000361423,adenocarcinoma
9606.ensp00000361423,"bone diseases, developmental"
9606.ensp00000361423,malignant neoplasm of breast
9606.ensp00000361423,burkitt lymphoma
9606.ensp00000361423,cytopenia
9606.ensp00000361423,esophageal neoplasms
9606.ensp00000361423,congenital heart defects
9606.ensp00000361423,childhood acute lymphoblastic leukemia
9606.ensp00000361423,"leukemia, lymphocytic, acute, l2"
9606.ensp00000361423,"myeloid leukemia, chronic"
9606.ensp00000361423,liver neoplasms
9606.ensp00000361423,melanoma
9606.ensp00000361423,"neoplasms, experimental"
9606.ensp00000361423,precancerous conditions
9606.ensp00000361423,congenital anemia
9606.ensp00000361423,"adenocarcinoma, basal cell"
9606.ensp00000361423,"adenocarcinoma, oxyphilic"
9606.ensp00000361423,"carcinoma, cribriform"
9606.ensp00000361423,"carcinoma, granular cell"
9606.ensp00000361423,"adenocarcinoma, tubular"
9606.ensp00000361423,"condition, preneoplastic"
9606.ensp00000361423,malignant neoplasm of liver
9606.ensp00000361423,large cell carcinoma of lung
9606.ensp00000361423,malignant neoplasm of esophagus
9606.ensp00000361423,breast carcinoma
9606.ensp00000361423,"mammary neoplasms, human"
9606.ensp00000361423,precursor b-cell lymphoblastic leukemia
9606.ensp00000361423,mammary neoplasms
9606.ensp00000361423,precursor t-cell lymphoblastic leukemia-lymphoma
9606.ensp00000361423,precursor cell lymphoblastic leukemia lymphoma
9606.ensp00000265838,jacksonian seizure
9606.ensp00000265838,"kidney failure, chronic"
9606.ensp00000265838,"liver cirrhosis, experimental"
9606.ensp00000265838,seizures
9606.ensp00000265838,complex partial seizures
9606.ensp00000265838,generalized seizures
9606.ensp00000265838,"seizures, clonic"
9606.ensp00000265838,visual seizure
9606.ensp00000265838,tonic seizures
9606.ensp00000265838,epileptic drop attack
9606.ensp00000265838,ketotic hypoglycemia
9606.ensp00000265838,"seizures, somatosensory"
9606.ensp00000265838,"seizures, auditory"
9606.ensp00000265838,olfactory seizure
9606.ensp00000265838,gustatory seizure
9606.ensp00000265838,vertiginous seizure
9606.ensp00000265838,tonic - clonic seizures
9606.ensp00000265838,non-epileptic convulsion
9606.ensp00000265838,single seizure
9606.ensp00000265838,atonic absence seizures
9606.ensp00000265838,convulsive seizures
9606.ensp00000265838,"seizures, focal"
9606.ensp00000265838,"seizures, sensory"
9606.ensp00000265838,nonepileptic seizures
9606.ensp00000265838,intellectual disability
9606.ensp00000265838,convulsions
9606.ensp00000265838,absence seizures
