clobazam,anxiety disorders
clobazam,ataxia
clobazam,"constriction, pathologic"
clobazam,"epilepsy, tonic-clonic"
clobazam,glycosuria
clobazam,disorders of excessive somnolence
clobazam,hypothyroidism
clobazam,myoclonus
clobazam,paresis
clobazam,proteinuria
clobazam,seizures
clobazam,stevens-johnson syndrome
clobazam,substance withdrawal syndrome
clobazam,hypophosphatemia
clobazam,neurobehavioral manifestations
clobazam,"vasospasm, intracranial"
vinorelbine,adenocarcinoma of lung
vinorelbine,adenocarcinoma
vinorelbine,agranulocytosis
vinorelbine,alopecia
vinorelbine,anemia
vinorelbine,angina pectoris
vinorelbine,anorexia
vinorelbine,asthenia
vinorelbine,atrial fibrillation
vinorelbine,atrial flutter
vinorelbine,autonomic nervous system diseases
vinorelbine,breast neoplasms
vinorelbine,carcinoma
vinorelbine,"carcinoma, non-small-cell lung"
vinorelbine,"carcinoma, squamous cell"
vinorelbine,cardiovascular diseases
vinorelbine,central nervous system diseases
vinorelbine,constipation
vinorelbine,dermatitis
vinorelbine,diarrhea
vinorelbine,edema
vinorelbine,erythema
vinorelbine,fatigue
vinorelbine,fever
vinorelbine,gastrointestinal diseases
vinorelbine,head and neck neoplasms
vinorelbine,"hearing loss, bilateral"
vinorelbine,"hearing loss, sensorineural"
vinorelbine,heart diseases
vinorelbine,heart failure
vinorelbine,hematologic diseases
vinorelbine,hypertension
vinorelbine,hyponatremia
vinorelbine,inappropriate adh syndrome
vinorelbine,kidney diseases
vinorelbine,leukopenia
vinorelbine,liver neoplasms
vinorelbine,lung diseases
vinorelbine,lung neoplasms
vinorelbine,melanoma
vinorelbine,mesothelioma
vinorelbine,muscular diseases
vinorelbine,myocardial infarction
vinorelbine,nausea
vinorelbine,neoplasm metastasis
vinorelbine,neoplasms
vinorelbine,nervous system diseases
vinorelbine,neuralgia
vinorelbine,neutropenia
vinorelbine,ovarian neoplasms
vinorelbine,pain
vinorelbine,pancreatic neoplasms
vinorelbine,pancytopenia
vinorelbine,paresthesia
vinorelbine,peripheral nervous system diseases
vinorelbine,phlebitis
vinorelbine,polyneuropathies
vinorelbine,prostatic neoplasms
vinorelbine,pulmonary embolism
vinorelbine,spinal cord diseases
vinorelbine,stomatitis
vinorelbine,thrombocytopenia
vinorelbine,thromboembolism
vinorelbine,tinnitus
vinorelbine,vascular diseases
vinorelbine,vomiting
vinorelbine,"glomerulonephritis, membranous"
vinorelbine,liver failure
vinorelbine,myocardial ischemia
vinorelbine,sepsis
vinorelbine,venous thrombosis
vinorelbine,neurotoxicity syndromes
vinorelbine,mucositis
vinorelbine,drug-related side effects and adverse reactions
carvedilol,albuminuria
carvedilol,angina pectoris
carvedilol,"arrhythmias, cardiac"
carvedilol,atrial fibrillation
carvedilol,atrial flutter
carvedilol,autonomic nervous system diseases
carvedilol,bradycardia
carvedilol,"cardiomyopathy, dilated"
carvedilol,"cardiomyopathy, hypertrophic"
carvedilol,cognition disorders
carvedilol,dementia
carvedilol,drug eruptions
carvedilol,diabetic angiopathies
carvedilol,"disease models, animal"
carvedilol,dizziness
carvedilol,endomyocardial fibrosis
carvedilol,fever
carvedilol,glioma
carvedilol,headache
carvedilol,heart arrest
carvedilol,"heart defects, congenital"
carvedilol,heart diseases
carvedilol,cardiomegaly
carvedilol,heart failure
carvedilol,hyperemia
carvedilol,hypertension
carvedilol,"hypertension, portal"
carvedilol,"hypertension, pulmonary"
carvedilol,"hypertension, renal"
carvedilol,hypotension
carvedilol,"hypotension, orthostatic"
carvedilol,inflammation
carvedilol,insulin resistance
carvedilol,kidney diseases
carvedilol,"kidney failure, chronic"
carvedilol,memory disorders
carvedilol,movement disorders
carvedilol,cardiomyopathies
carvedilol,myocardial infarction
carvedilol,myocarditis
carvedilol,necrosis
carvedilol,postoperative complications
carvedilol,proteinuria
carvedilol,pruritus
carvedilol,quadriplegia
carvedilol,rhabdomyolysis
carvedilol,sleep wake disorders
carvedilol,stevens-johnson syndrome
carvedilol,tachycardia
carvedilol,ventricular fibrillation
carvedilol,reperfusion injury
carvedilol,myocardial reperfusion injury
carvedilol,weight loss
carvedilol,panic disorder
carvedilol,"death, sudden, cardiac"
carvedilol,"tachycardia, ventricular"
carvedilol,myocardial ischemia
carvedilol,"hypertrophy, left ventricular"
carvedilol,"vasculitis, leukocytoclastic, cutaneous"
carvedilol,"ventricular dysfunction, left"
carvedilol,ventricular dysfunction
carvedilol,cocaine-related disorders
carvedilol,"infarction, middle cerebral artery"
carvedilol,ventricular remodeling
carvedilol,stroke
carvedilol,coronary stenosis
carvedilol,renal insufficiency
carvedilol,acute coronary syndrome
carvedilol,atrioventricular block
carvedilol,chemical and drug induced liver injury
carvedilol,acute kidney injury
carvedilol,drug overdose
carvedilol,drug-related side effects and adverse reactions
carvedilol,cardiotoxicity
benazepril,albuminuria
benazepril,angioedema
benazepril,atrial fibrillation
benazepril,carcinoma
benazepril,"cardiomyopathy, dilated"
benazepril,cough
benazepril,diabetic nephropathies
benazepril,endomyocardial fibrosis
benazepril,fibrosis
benazepril,glomerulonephritis
benazepril,"glomerulosclerosis, focal segmental"
benazepril,heart failure
benazepril,hepatitis
benazepril,hyperglycemia
benazepril,hyperinsulinism
benazepril,hypertension
benazepril,"hypertension, renal"
benazepril,hypertrophy
benazepril,insulin resistance
benazepril,intestinal diseases
benazepril,kidney diseases
benazepril,"kidney failure, chronic"
benazepril,"neoplasms, experimental"
benazepril,"neovascularization, pathologic"
benazepril,nephrosclerosis
benazepril,nephrotic syndrome
benazepril,proteinuria
benazepril,rhabdomyolysis
benazepril,stevens-johnson syndrome
benazepril,uremia
benazepril,myocardial reperfusion injury
benazepril,weight loss
benazepril,myocardial ischemia
benazepril,"hypertrophy, left ventricular"
benazepril,glucose intolerance
benazepril,"ventricular dysfunction, left"
benazepril,ventricular remodeling
benazepril,metabolic syndrome x
benazepril,atherosclerosis
benazepril,renal insufficiency
benazepril,acute coronary syndrome
benazepril,acute kidney injury
leflunomide,"abnormalities, multiple"
leflunomide,arthritis
leflunomide,"arthritis, experimental"
leflunomide,"arthritis, rheumatoid"
leflunomide,cleft palate
leflunomide,diarrhea
leflunomide,erythema multiforme
leflunomide,fatty liver
leflunomide,"heart septal defects, ventricular"
leflunomide,hematuria
leflunomide,hypertension
leflunomide,leukopenia
leflunomide,liver cirrhosis
leflunomide,"nephritis, interstitial"
leflunomide,neural tube defects
leflunomide,pancytopenia
leflunomide,peripheral nervous system diseases
leflunomide,polyneuropathies
leflunomide,stevens-johnson syndrome
leflunomide,vasculitis
leflunomide,"limb deformities, congenital"
leflunomide,craniofacial abnormalities
leflunomide,chemical and drug induced liver injury
lamotrigine,ataxia
lamotrigine,back pain
lamotrigine,basal ganglia diseases
lamotrigine,bipolar disorder
lamotrigine,blood coagulation disorders
lamotrigine,child behavior disorders
lamotrigine,chorea
lamotrigine,cognition disorders
lamotrigine,delirium
lamotrigine,depressive disorder
lamotrigine,drug eruptions
lamotrigine,diplopia
lamotrigine,disseminated intravascular coagulation
lamotrigine,dizziness
lamotrigine,drug hypersensitivity
lamotrigine,dystonia
lamotrigine,edema
lamotrigine,eosinophilia
lamotrigine,epilepsy
lamotrigine,"epilepsy, generalized"
lamotrigine,"epilepsy, tonic-clonic"
lamotrigine,"epilepsies, myoclonic"
lamotrigine,"epilepsy, absence"
lamotrigine,exanthema
lamotrigine,fatigue
lamotrigine,fever
lamotrigine,gastrointestinal diseases
lamotrigine,hallucinations
lamotrigine,headache
lamotrigine,heart arrest
lamotrigine,hepatomegaly
lamotrigine,hyperalgesia
lamotrigine,hyperkinesis
lamotrigine,erectile dysfunction
lamotrigine,sleep initiation and maintenance disorders
lamotrigine,jaundice
lamotrigine,learning disorders
lamotrigine,lymphatic diseases
lamotrigine,memory disorders
lamotrigine,"meningitis, aseptic"
lamotrigine,movement disorders
lamotrigine,multiple organ failure
lamotrigine,myoclonus
lamotrigine,nerve degeneration
lamotrigine,nervous system diseases
lamotrigine,neuralgia
lamotrigine,pancytopenia
lamotrigine,"parkinson disease, secondary"
lamotrigine,pneumonia
lamotrigine,pruritus
lamotrigine,"psychoses, substance-induced"
lamotrigine,rhabdomyolysis
lamotrigine,schizophrenia
lamotrigine,seizures
lamotrigine,status epilepticus
lamotrigine,stevens-johnson syndrome
lamotrigine,substance withdrawal syndrome
lamotrigine,tremor
lamotrigine,"liver failure, acute"
lamotrigine,mood disorders
lamotrigine,cocaine-related disorders
