cetuximab,9606.ensp00000275493
cetuximab,9606.ensp00000433642
cetuximab,9606.ensp00000438615
cetuximab,9606.ensp00000363773
cetuximab,9606.ensp00000313967
cetuximab,9606.ensp00000363770
cetuximab,9606.ensp00000356946
cetuximab,9606.ensp00000385035
cetuximab,9606.ensp00000358165
cetuximab,9606.ensp00000271450
cetuximab,9606.ensp00000351497
etanercept,9606.ensp00000359663
etanercept,9606.ensp00000358165
etanercept,9606.ensp00000356946
etanercept,9606.ensp00000271450
etanercept,9606.ensp00000351497
etanercept,9606.ensp00000433642
etanercept,9606.ensp00000385035
etanercept,9606.ensp00000438615
etanercept,9606.ensp00000363773
etanercept,9606.ensp00000313967
etanercept,9606.ensp00000363770
urokinase,9606.ensp00000308938
urokinase,9606.ensp00000339328
urokinase,9606.ensp00000361850
urokinase,9606.ensp00000220809
urokinase,9606.ensp00000223095
"antihemophilic factor, human recombinant",9606.ensp00000364709
"antihemophilic factor, human recombinant",9606.ensp00000218099
"antihemophilic factor, human recombinant",9606.ensp00000261405
"antihemophilic factor, human recombinant",9606.ensp00000320866
"antihemophilic factor, human recombinant",9606.ensp00000247461
"antihemophilic factor, human recombinant",9606.ensp00000243077
immune globulin human,9606.ensp00000358165
immune globulin human,9606.ensp00000271450
immune globulin human,9606.ensp00000351497
immune globulin human,9606.ensp00000356946
immune globulin human,9606.ensp00000433642
immune globulin human,9606.ensp00000245907
immune globulin human,9606.ensp00000223642
insulin human,9606.ensp00000303830
insulin human,9606.ensp00000268035
tenecteplase,9606.ensp00000308938
tenecteplase,9606.ensp00000306361
tenecteplase,9606.ensp00000339328
tenecteplase,9606.ensp00000223095
tenecteplase,9606.ensp00000320866
tenecteplase,9606.ensp00000247461
tenecteplase,9606.ensp00000243077
coagulation factor viia recombinant human,9606.ensp00000364709
coagulation factor viia recombinant human,9606.ensp00000364731
coagulation factor viia recombinant human,9606.ensp00000233838
coagulation factor viia recombinant human,9606.ensp00000334145
palifermin,9606.ensp00000410294
palifermin,9606.ensp00000393312
palifermin,9606.ensp00000339824
abciximab,9606.ensp00000452786
abciximab,9606.ensp00000433642
abciximab,9606.ensp00000438615
abciximab,9606.ensp00000363773
abciximab,9606.ensp00000313967
abciximab,9606.ensp00000363770
abciximab,9606.ensp00000356946
abciximab,9606.ensp00000385035
abciximab,9606.ensp00000358165
abciximab,9606.ensp00000271450
abciximab,9606.ensp00000351497
